fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,quality,alcohol
6.2,0.28,0.22,7.3,41,26,157,9.957,3.44,0.64,7,"R$ 45.513,00"
9.1,0.59,0.38,1.6,66,34,182,9.968,3.23,0.38,3,"R$ 45.420,00"
6.3,0.33,0.27,1.2,46,34,175,9.934,3.37,0.54,6,"R$ 45.391,00"
8.3,0.39,0.7,10.6,45,33,169,9.976,03.09,0.57,5,"R$ 45.391,00"
7.2,0.19,0.46,3.8,41,82,187,9.932,3.19,0.6,7,"R$ 45.333,00"
7.5,0.17,0.44,11.3,46,65,146,997,3.17,0.45,6,"R$ 10,00"
6.7,0.17,0.5,2.1,43,27,122,9.923,3.15,0.45,6,"R$ 45.361,00"
6.1,0.41,0,1.6,63,36,87,9.914,3.27,0.67,6,"R$ 45.514,00"
8.3,0.2,0.35,0.9,0.05,12,74,992,3.13,0.38,6,"R$ 45.422,00"
6.1,0.41,0,1.6,63,36,87,9.914,3.27,0.67,6,"R$ 45.514,00"
6,0.29,0.21,1.3,55,42,168,9.914,3.32,0.43,6,"R$ 45.302,00"
7.3,0.41,0.24,6.8,57,41,163,9.949,3.2,0.41,6,"R$ 45.544,00"
7.3,0.41,0.24,6.8,57,41,163,9.949,3.2,0.41,6,"R$ 45.544,00"
7.2,0.43,0.24,6.7,58,40,163,995,3.2,0.41,5,"R$ 45.544,00"
7.3,0.4,0.24,6.7,58,41,166,995,3.2,0.41,6,"R$ 45.544,00"
6.2,0.33,0.27,4.9,36,30,134,9.927,3.2,0.42,7,"R$ 45.392,00"
6.2,0.31,0.26,4.8,37,36,148,9.928,3.21,0.41,6,"R$ 45.392,00"
6.1,0.36,0.27,2.1,35,16,100,9.917,3.4,0.71,7,"R$ 45.423,00"
5,0.55,0.14,8.3,32,35,164,9.918,3.53,0.51,8,"R$ 45.424,00"
7.8,0.25,0.41,3.7,42,37,149,9.954,3.36,0.45,6,"R$ 10,00"
5.7,0.36,0.21,6.7,38,51,166,9.941,3.29,0.63,6,"R$ 10,00"
5.8,0.34,0.21,6.6,0.04,50,167,9.941,3.29,0.62,5,"R$ 10,00"
6.8,0.28,0.6,1.1,132,42,127,9.934,03.09,0.44,6,"R$ 45.300,00"
6.8,0.25,0.34,4.7,31,34,134,9.927,3.21,0.38,6,"R$ 45.453,00"
6.6,0.24,0.35,7.7,31,36,135,9.938,3.19,0.37,5,"R$ 45.422,00"
5.9,0.3,0.47,7.85,0.03,19,133,9.933,3.52,0.43,7,"R$ 45.423,00"
6.1,125,0.25,3.3,0.04,10,69,9.934,3.54,0.59,6,"R$ 45.301,00"
6,0.1,0.24,1.1,41,15,65,9.927,3.61,0.61,7,"R$ 45.361,00"
6.6,0.24,0.35,7.7,31,36,135,9.938,3.19,0.37,5,"R$ 45.422,00"
6.8,0.25,0.34,4.7,31,34,134,9.927,3.21,0.38,6,"R$ 45.453,00"
6.8,0.28,0.44,9.3,31,35,137,9.946,3.16,0.36,6,"R$ 45.392,00"
8.3,0.41,0.51,2,46,11,207,993,03.02,0.55,5,"R$ 45.393,00"
7.5,0.27,0.31,5.8,57,131,313,9.946,3.18,0.59,5,"R$ 45.422,00"
7.9,0.26,0.41,15.15,0.04,38,216,9.976,2.96,0.6,6,"R$ 10,00"
6.4,0.34,0.23,6.3,39,37,143,9.944,3.19,0.65,6,"R$ 10,00"
6.5,0.28,0.35,15.4,42,55,195,9.978,3.23,0.5,6,"R$ 45.452,00"
7.2,0.21,0.41,1.3,36,33,85,992,3.17,0.51,5,"R$ 45.392,00"
6.4,0.32,0.35,4.8,0.03,34,101,9.912,3.36,0.6,8,"R$ 45.424,00"
6.8,0.24,0.34,4.6,32,37,135,9.927,3.2,0.39,5,"R$ 45.453,00"
6.3,0.23,0.3,1.8,33,16,91,9.906,3.28,0.4,6,"R$ 45.515,00"
6.5,0.28,0.34,9.9,38,30,133,9.954,3.11,0.44,5,"R$ 45.513,00"
5.6,0.26,0.26,5.7,31,12,80,9.923,3.25,0.38,5,"R$ 45.514,00"
6.3,0.23,0.3,1.8,33,16,91,9.906,3.28,0.4,6,"R$ 45.515,00"
6.3,0.23,0.33,1.5,36,15,105,991,3.32,0.42,6,"R$ 45.333,00"
5.8,0.27,0.27,12.3,45,55,170,9.972,3.28,0.42,6,"R$ 45.360,00"
5.9,0.26,0.4,1.3,47,12,139,9.945,3.45,0.53,5,"R$ 45.392,00"
6.6,0.18,0.35,1.5,49,49,141,9.934,3.43,0.85,7,"R$ 45.332,00"
7.4,0.2,0.43,7.8,45,27,153,9.964,3.19,0.55,7,"R$ 9,00"
8,0.24,0.36,1.5,47,17,129,9.948,3.2,0.54,6,"R$ 10,00"
6.4,0.26,0.42,9.7,44,30,140,9.962,3.18,0.47,6,"R$ 45.300,00"
5.4,0.31,0.47,3,53,46,144,9.931,3.29,0.76,5,"R$ 10,00"
5.4,0.29,0.47,3,52,47,145,993,3.29,0.75,6,"R$ 10,00"
7.1,145,0.33,4.6,0.05,33,131,9.942,3.28,0.4,6,"R$ 45.452,00"
5.6,0.34,0.1,1.3,31,20,68,9.906,3.36,0.51,7,"R$ 45.333,00"
6.7,0.19,0.41,15.6,56,75,155,9.995,3.2,0.44,6,"R$ 45.512,00"
7.8,0.18,0.46,13.6,52,38,118,998,3.15,0.5,6,"R$ 10,00"
7.6,0.17,0.45,11.2,54,56,137,997,3.15,0.47,5,"R$ 10,00"
6.3,0.12,0.36,2.1,44,47,146,9.914,3.27,0.74,7,"R$ 45.393,00"
7.3,0.33,0.4,6.85,38,32,138,992,03.03,0.3,7,"R$ 45.546,00"
5.5,335,0.3,2.5,71,27,128,9.924,3.14,0.51,6,"R$ 45.452,00"
7.3,0.33,0.4,6.85,38,32,138,992,03.03,0.3,7,"R$ 45.546,00"
5.8,0.4,0.42,4.4,47,38.5,245,9.937,3.25,0.57,6,"R$ 45.452,00"
7.3,0.22,0.37,14.3,63,48,191,9.978,2.89,0.38,6,"R$ 9,00"
7.3,0.22,0.37,14.3,63,48,191,9.978,2.89,0.38,6,"R$ 9,00"
6.1,0.36,0.33,1.1,0.05,24,169,9.927,3.15,0.78,6,"R$ 45.421,00"
10,0.2,0.39,1.4,0.05,19,152,994,3,0.42,6,"R$ 45.392,00"
6.9,0.24,0.34,4.7,0.04,43,161,9.935,3.2,0.59,6,"R$ 45.453,00"
6.4,0.24,0.32,14.9,47,54,162,9.968,3.28,0.5,6,"R$ 45.332,00"
7.1,365,0.14,1.2,55,24,84,9.941,3.15,0.43,5,"R$ 45.543,00"
6.8,0.15,0.3,5.3,0.05,40,127,9.942,3.4,0.39,6,"R$ 45.482,00"
7.3,0.22,0.37,14.3,63,48,191,9.978,2.89,0.38,6,"R$ 9,00"
6.8,0.16,0.4,2.3,37,18,102,9.923,3.49,0.42,7,"R$ 45.393,00"
6,0.26,0.32,3.5,28,29,113,9.912,3.4,0.71,7,"R$ 45.363,00"
6,0.18,0.27,1.5,89,40,143,9.923,3.49,0.62,6,"R$ 45.514,00"
6.9,0.33,0.21,1,53,39,148,9.927,3.12,0.45,6,"R$ 45.391,00"
7.7,0.29,0.48,2.3,49,36,178,9.931,3.17,0.64,6,"R$ 45.453,00"
7.1,0.39,0.35,12.5,44,26,72,9.941,3.17,0.29,5,"R$ 45.454,00"
6.9,0.33,0.21,1,53,39,148,9.927,3.12,0.45,6,"R$ 45.391,00"
7.7,0.29,0.48,2.3,49,36,178,9.931,3.17,0.64,6,"R$ 45.453,00"
6.6,905,0.19,0.8,48,17,204,9.934,3.34,0.56,5,"R$ 10,00"
7.2,0.27,0.27,2.4,48,30,149,9.936,3.1,0.51,6,"R$ 45.331,00"
5.1,0.33,0.22,1.6,27,18,89,9.893,3.51,0.38,7,"R$ 45.424,00"
5.1,0.33,0.22,1.6,27,18,89,9.893,3.51,0.38,7,"R$ 45.424,00"
6.4,0.31,0.28,1.5,37,12,119,9.919,3.32,0.51,7,"R$ 45.392,00"
7.3,0.2,0.44,1.4,45,21,98,9.924,3.15,0.46,7,"R$ 10,00"
5.7,0.32,0.5,2.6,49,17,155,9.927,3.22,0.64,6,"R$ 10,00"
6.4,0.31,0.28,1.5,37,12,119,9.919,3.32,0.51,7,"R$ 45.392,00"
7.3,0.2,0.44,1.4,45,21,98,9.924,3.15,0.46,7,"R$ 10,00"
7.2,0.28,0.26,12.5,46,48,179,9.975,3.1,0.52,6,"R$ 9,00"
7.5,0.35,0.28,9.6,51,26,157,9.969,3.12,0.53,6,"R$ 45.331,00"
7.2,0.27,0.27,2.4,48,30,149,9.936,3.1,0.51,6,"R$ 45.331,00"
6,0.36,0.39,3.2,27,20,125,991,3.38,0.39,7,"R$ 45.362,00"
5.1,0.33,0.22,1.6,27,18,89,9.893,3.51,0.38,7,"R$ 45.424,00"
5,0.17,0.56,1.5,26,24,115,9.906,3.48,0.39,7,"R$ 45.514,00"
6.3,0.39,0.35,5.9,0.04,82.5,260,9.941,3.12,0.66,5,"R$ 45.301,00"
6.7,0.21,0.32,5.4,47,29,140,995,3.39,0.46,6,"R$ 45.482,00"
7,0.3,0.38,14.9,32,60,181,9.983,3.18,0.61,7,"R$ 45.360,00"
7,0.3,0.38,14.9,32,60,181,9.983,3.18,0.61,7,"R$ 45.360,00"
6.5,0.36,0.32,1.1,31,13,66,9.916,3.1,0.46,5,"R$ 45.453,00"
6.1,0.55,0.15,9.8,31,19,125,9.957,3.36,0.47,6,"R$ 45.332,00"
7.3,0.24,0.43,2,21,20,69,0.99,03.08,0.56,6,"R$ 45.334,00"
6.8,0.37,0.51,11.8,44,62,163,9.976,3.19,0.44,5,"R$ 45.512,00"
6.8,0.27,0.12,1.3,0.04,87,168,992,3.18,0.41,5,"R$ 10,00"
8.2,0.28,0.42,1.8,31,30,93,9.917,03.09,0.39,5,"R$ 45.393,00"
6.3,0.2,0.4,1.5,37,35,107,9.917,3.46,0.5,6,"R$ 45.393,00"
5.9,0.26,0.27,18.2,48,52,168,9.993,3.35,0.44,5,"R$ 45.391,00"
6.4,0.19,0.42,2.9,32,32,83,9.908,3.3,0.41,6,"R$ 45.484,00"
6.3,0.2,0.4,1.5,37,35,107,9.917,3.46,0.5,6,"R$ 45.393,00"
6.8,0.37,0.51,11.8,44,62,163,9.976,3.19,0.44,5,"R$ 45.512,00"
6.1,0.35,0.07,1.4,69,22,108,9.934,3.23,0.52,5,"R$ 45.331,00"
7.1,0.27,0.31,18.2,46,55,252,1,03.07,0.56,5,"R$ 45.481,00"
6.8,0.22,0.31,6.3,35,33,170,9.918,3.24,0.66,6,"R$ 45.455,00"
6.8,0.27,0.12,1.3,0.04,87,168,992,3.18,0.41,5,"R$ 10,00"
5.8,0.28,0.34,4,31,40,99,9.896,3.39,0.39,7,"R$ 45.516,00"
6.9,0.49,0.24,1.2,49,13,125,9.932,3.17,0.51,5,"R$ 45.391,00"
6.3,0.14,0.39,1.2,44,26,116,992,3.26,0.53,6,"R$ 45.361,00"
8.2,0.28,0.42,1.8,31,30,93,9.917,03.09,0.39,5,"R$ 45.393,00"
7.2,0.25,0.39,18.95,38,42,155,9.999,2.97,0.47,6,"R$ 9,00"
7.3,0.28,0.36,12.7,0.04,38,140,998,3.3,0.79,6,"R$ 45.452,00"
7.2,0.19,0.39,1.2,36,32,85,9.918,3.16,0.5,5,"R$ 45.422,00"
7.2,0.19,0.39,1.2,36,32,85,9.918,3.16,0.5,5,"R$ 45.422,00"
7.2,0.25,0.39,18.95,38,42,155,9.999,2.97,0.47,6,"R$ 9,00"
7.3,0.28,0.36,12.7,0.04,38,140,998,3.3,0.79,6,"R$ 45.452,00"
7.4,0.21,0.27,1.2,41,27,99,9.927,3.19,0.33,6,"R$ 45.513,00"
6.8,0.26,0.22,7.7,47,57,210,9.959,3.1,0.47,5,"R$ 9,00"
7.4,0.21,0.27,1.2,41,27,99,9.927,3.19,0.33,6,"R$ 45.513,00"
7.4,0.31,0.28,1.6,0.05,33,137,9.929,3.31,0.56,6,"R$ 45.422,00"
7,0.22,0.31,2.7,0.03,41,136,9.898,3.16,0.37,7,"R$ 45.485,00"
7,0.21,0.28,8.7,45,37,222,9.954,3.25,0.54,6,"R$ 45.392,00"
7,0.21,0.28,8.6,45,37,221,9.954,3.25,0.54,6,"R$ 45.392,00"
7,0.21,0.28,8.6,45,37,221,9.954,3.25,0.54,6,"R$ 45.392,00"
6.9,0.23,0.38,8.3,47,47,162,9.954,3.34,0.52,7,"R$ 45.422,00"
7,0.21,0.28,8.7,45,37,222,9.954,3.25,0.54,6,"R$ 45.392,00"
7,0.21,0.28,8.6,45,37,221,9.954,3.25,0.54,6,"R$ 45.392,00"
6.8,0.29,0.5,13.3,53,48,194,9.974,03.09,0.45,5,"R$ 45.391,00"
7.8,0.21,0.27,1.2,51,20,89,9.936,03.06,0.46,5,"R$ 45.300,00"
7.1,0.31,0.47,13.6,56,54,197,9.978,3.1,0.49,5,"R$ 45.360,00"
6.8,0.29,0.5,13.3,53,48,194,9.974,03.09,0.45,5,"R$ 45.391,00"
6.4,0.34,0.1,1.1,48,19,84,9.927,3.21,0.38,5,"R$ 45.513,00"
7.4,155,0.34,2.3,45,73.5,214,9.934,3.18,0.61,7,"R$ 45.544,00"
7.2,0.55,0.09,1.5,108,16,151,9.938,03.07,0.57,4,"R$ 45.331,00"
7,0.23,0.36,7.1,28,31,104,9.922,3.35,0.47,8,"R$ 45.303,00"
6.9,0.2,0.37,6.2,27,24,97,992,3.38,0.49,7,"R$ 45.334,00"
6.1,0.28,0.32,2.5,42,23,218.5,9.935,3.27,0.6,5,"R$ 45.513,00"
6.6,0.16,0.32,1.4,35,49,186,9.906,3.35,0.64,8,"R$ 45.394,00"
7.4,155,0.34,2.3,45,73.5,214,9.934,3.18,0.61,7,"R$ 45.544,00"
6.2,0.35,0.04,1.2,0.06,23,108,9.934,3.26,0.54,5,"R$ 45.331,00"
6.7,0.22,0.37,1.6,28,24,102,9.913,3.29,0.59,7,"R$ 45.454,00"
6.1,0.38,0.2,6.6,33,25,137,9.938,3.3,0.69,6,"R$ 45.392,00"
6,0.25,0.28,2.2,26,54,126,9.898,3.43,0.65,8,"R$ 45.547,00"
6.6,0.52,0.44,12.2,48,54,245,9.975,3.26,0.54,6,"R$ 45.360,00"
6.9,0.24,0.36,20.8,31,40,139,9.975,3.2,0.33,6,"R$ 11,00"
7.1,0.32,0.32,11,38,16,66,9.937,3.24,0.4,3,"R$ 45.423,00"
5.8,0.28,0.27,2.6,54,30,156,9.914,3.53,0.42,5,"R$ 45.394,00"
6.5,0.41,0.24,14,48,24,113,9.982,3.44,0.53,6,"R$ 45.513,00"
6.5,0.41,0.24,14,48,24,113,9.982,3.44,0.53,6,"R$ 45.513,00"
6.4,0.28,0.29,1.6,52,34,127,9.929,3.48,0.56,7,"R$ 45.422,00"
7.2,0.6,0.2,9.9,0.07,21,174,9.971,03.03,0.54,5,"R$ 45.300,00"
6.1,0.2,0.25,1.2,38,34,128,9.921,3.24,0.44,5,"R$ 45.301,00"
5.9,0.46,0.14,2.7,42,27,160,9.931,3.46,0.51,7,"R$ 45.453,00"
6,0.27,0.27,1.6,46,32,113,9.924,3.41,0.51,7,"R$ 45.422,00"
6.4,0.28,0.29,1.6,52,34,127,9.929,3.48,0.56,7,"R$ 45.422,00"
6.4,0.41,0.24,14,48,24,113,9.982,3.44,0.53,6,"R$ 45.513,00"
6.3,0.23,0.31,1.5,22,11,82,9.892,3.3,0.4,7,"R$ 45.547,00"
7.1,0.21,0.27,8.6,56,26,111,9.956,2.95,0.52,5,"R$ 45.421,00"
6,0.37,0.32,1,53,31,218.5,9.924,3.29,0.72,6,"R$ 45.513,00"
6.1,0.43,0.35,9.1,59,83,249,9.971,3.37,0.5,5,"R$ 45.420,00"
7.1,0.21,0.27,8.6,56,26,111,9.956,2.95,0.52,5,"R$ 45.421,00"
7,0.25,0.29,15.2,47,40,171,9.982,3.22,0.45,5,"R$ 45.360,00"
5.9,0.25,0.19,12.4,47,50,162,9.973,3.35,0.38,5,"R$ 45.421,00"
6.8,0.32,0.21,2.2,44,15,68,9.932,3.17,0.39,6,"R$ 45.391,00"
7.2,0.39,0.62,11,47,66,178,9.976,3.16,0.5,5,"R$ 45.481,00"
6.3,0.21,0.58,10,81,34,126,9.962,2.95,0.46,5,"R$ 45.543,00"
7,0.14,0.32,9,39,54,141,9.956,3.22,0.43,6,"R$ 45.391,00"
6.8,0.32,0.21,2.2,44,15,68,9.932,3.17,0.39,6,"R$ 45.391,00"
7.2,0.39,0.62,11,47,66,178,9.976,3.16,0.5,5,"R$ 45.481,00"
7.2,0.29,0.53,18.15,47,59,182,9.992,03.09,0.52,5,"R$ 45.452,00"
8.6,0.37,0.7,12.15,39,21,158,9.983,3,0.73,6,"R$ 45.360,00"
6.5,0.38,0.34,3.4,36,34,200,9.937,3.14,0.76,5,"R$ 10,00"
6.6,0.24,0.29,2,23,19,86,0.99,3.25,0.45,6,"R$ 45.424,00"
7,0.17,0.31,4.8,34,34,132,9.944,3.36,0.48,7,"R$ 45.452,00"
5.5,0.16,0.22,4.5,0.03,30,102,9.938,3.24,0.36,6,"R$ 45.391,00"
7,0.24,0.51,11,29,55,227,9.965,03.03,0.61,5,"R$ 45.421,00"
7.4,0.28,0.36,1.1,28,42,105,9.893,2.99,0.39,7,"R$ 45.394,00"
7,0.22,0.28,1.5,37,29,115,9.927,3.11,0.55,6,"R$ 45.422,00"
7.1,0.55,0.13,1.7,73,21,165,994,2.97,0.58,6,"R$ 45.331,00"
6.3,0.22,0.33,1.7,41,67,164,9.928,3.32,0.56,6,"R$ 45.392,00"
6.7,0.47,0.34,8.9,43,31,172,9.964,3.22,0.6,5,"R$ 45.331,00"
5.9,0.36,0.41,1.3,47,45,104,9.917,3.33,0.51,6,"R$ 45.453,00"
5.8,0.25,0.24,13.3,44,41,137,9.972,3.34,0.42,5,"R$ 45.421,00"
6.7,0.47,0.34,8.9,43,31,172,9.964,3.22,0.6,5,"R$ 45.331,00"
6.2,0.37,0.3,6.6,346,79,200,9.954,3.29,0.58,5,"R$ 45.452,00"
6.2,0.18,0.38,1.5,28,36,117,993,3.47,0.54,6,"R$ 45.482,00"
6,0.16,0.37,1.5,25,43,117,9.928,3.46,0.51,6,"R$ 45.482,00"
6.6,0.34,0.28,1.3,35,32,90,9.916,3.1,0.42,6,"R$ 45.483,00"
7.4,0.29,0.29,1.6,45,53,180,9.936,3.34,0.68,6,"R$ 45.422,00"
7.4,0.26,0.31,7.6,47,52,177,9.962,3.13,0.45,6,"R$ 45.543,00"
7,0.28,0.36,1,35,8,70,9.899,03.09,0.46,6,"R$ 45.303,00"
7.1,0.23,0.39,1.6,32,12,65,9.898,3.25,0.4,7,"R$ 45.485,00"
7.8,0.19,0.26,8.9,39,42,182,996,3.18,0.46,6,"R$ 45.544,00"
6.3,0.19,0.28,1.8,22,28,158,9.907,3.2,0.64,6,"R$ 45.393,00"
6.8,0.2,0.38,4.7,0.04,27,103,994,3.37,0.58,6,"R$ 45.483,00"
5.7,0.44,0.13,7,25,28,173,9.913,3.33,0.48,6,"R$ 45.424,00"
7.2,0.4,0.62,10.8,41,70,189,9.976,03.08,0.49,4,"R$ 45.451,00"
6.8,0.23,0.32,1.6,26,43,147,9.904,3.29,0.54,6,"R$ 45.424,00"
5.7,335,0.34,1,0.04,13,174,992,3.27,0.66,5,"R$ 10,00"
7.2,0.4,0.62,10.8,41,70,189,9.976,03.08,0.49,4,"R$ 45.451,00"
7.2,0.28,0.54,16.7,45,54,200,999,03.08,0.49,6,"R$ 45.421,00"
6.8,0.19,0.58,14.2,38,51,164,9.975,3.12,0.48,6,"R$ 45.452,00"
6.4,0.3,0.3,2.25,38,8,210,9.937,3.2,0.62,6,"R$ 45.544,00"
6.5,0.3,0.29,2.25,37,8,210,9.937,3.19,0.62,5,"R$ 45.544,00"
7.8,0.18,0.31,12.2,53,46,140,998,03.06,0.53,6,"R$ 45.543,00"
7.8,0.18,0.31,12.2,53,46,140,998,03.06,0.53,6,"R$ 45.543,00"
7.3,0.51,0.26,3.3,0.09,7,135,9.944,03.01,0.52,5,"R$ 45.512,00"
6,0.24,0.27,1.9,48,40,170,9.938,3.64,0.54,7,"R$ 10,00"
5.9,0.62,0.28,3.5,39,55,152,9.907,3.44,0.44,6,"R$ 12,00"
6,0.24,0.27,1.9,48,40,170,9.938,3.64,0.54,7,"R$ 10,00"
6.7,0.27,0.12,1.3,41,62,138,9.921,3.21,0.42,6,"R$ 10,00"
7.8,0.34,0.35,1.8,42,8,167,9.908,3.11,0.41,6,"R$ 45.303,00"
7.3,0.26,0.36,5.2,0.04,31,141,9.931,3.16,0.59,6,"R$ 11,00"
7.4,0.36,0.33,1.4,25,27,55,9.915,3.21,0.33,6,"R$ 45.333,00"
7.8,0.28,0.32,9,36,34,115,9.952,3.17,0.39,7,"R$ 45.361,00"
6.1,0.31,0.26,2.2,51,28,167,9.926,3.37,0.47,6,"R$ 45.392,00"
6.8,0.18,0.37,1.6,55,47,154,9.934,03.08,0.45,5,"R$ 45.300,00"
7.4,0.15,0.42,1.7,45,49,154,992,3,0.6,6,"R$ 45.392,00"
5.9,0.13,0.28,1.9,0.05,20,78,9.918,3.43,0.64,6,"R$ 45.514,00"
7.2,0.34,0.34,12.6,48,7,41,9.942,3.19,0.4,5,"R$ 45.484,00"
7.9,0.19,0.26,2.1,39,8,143,9.942,03.05,0.74,5,"R$ 45.513,00"
7.9,0.19,0.26,2.1,39,8,143,9.942,03.05,0.74,5,"R$ 45.513,00"
6.9,0.25,0.4,1.3,38,22,101,9.901,03.03,0.39,6,"R$ 45.393,00"
5.8,0.36,0.32,1.7,33,22,96,9.898,03.03,0.38,6,"R$ 45.333,00"
5.6,0.35,0.37,1,38,6,72,9.902,3.37,0.34,5,"R$ 45.393,00"
5.9,0.32,0.39,3.3,114,24,140,9.934,03.09,0.45,6,"R$ 45.331,00"
7.2,0.31,0.46,5,0.04,3,29,9.906,03.04,0.53,4,"R$ 45.424,00"
6.1,0.28,0.22,1.8,34,32,116,9.898,3.36,0.44,6,"R$ 45.455,00"
5.2,0.36,0.02,1.6,31,24,104,9.896,3.44,0.35,6,"R$ 45.334,00"
5.6,0.19,0.47,4.5,0.03,19,112,9.922,3.56,0.45,6,"R$ 45.333,00"
6.4,0.1,0.35,4.9,48,31,103,9.947,3.43,0.79,6,"R$ 45.482,00"
6.4,0.18,0.48,4,186,64,150,9.945,03.06,0.4,5,"R$ 45.360,00"
7.4,0.25,0.36,13.2,67,53,178,9.976,03.01,0.48,6,"R$ 9,00"
7.4,0.25,0.36,13.2,67,53,178,9.976,03.01,0.48,6,"R$ 9,00"
7.4,0.25,0.36,13.2,67,53,178,9.976,03.01,0.48,6,"R$ 9,00"
7.9,345,0.51,15.3,47,54,171,9.987,03.09,0.51,5,"R$ 45.300,00"
7.9,345,0.51,15.3,47,54,171,9.987,03.09,0.51,5,"R$ 45.300,00"
7.4,0.25,0.36,13.2,67,53,178,9.976,03.01,0.48,6,"R$ 9,00"
6.1,0.24,0.3,1.5,45,22,61,992,3.31,0.54,5,"R$ 45.392,00"
6.8,0.25,0.24,4.55,53,41,211,9.955,3.37,0.67,6,"R$ 45.421,00"
6.7,0.31,0.31,9.9,0.04,10,175,9.953,3.46,0.55,4,"R$ 45.393,00"
7.2,0.46,0.65,10.4,0.05,76,192,9.976,3.16,0.42,5,"R$ 45.481,00"
5.5,0.35,0.35,1.1,45,14,167,992,3.34,0.68,6,"R$ 45.544,00"
6.7,0.24,0.41,8.7,36,29,148,9.952,3.22,0.62,6,"R$ 45.544,00"
6.8,0.28,0.17,13.9,47,49,162,9.983,3.21,0.51,6,"R$ 9,00"
6.4,0.16,0.22,1.4,0.04,41,149,9.933,3.49,0.58,6,"R$ 10,00"
6.3,0.26,0.24,7.2,39,38,172,9.958,3.49,0.64,6,"R$ 45.482,00"
7.7,0.22,0.42,1.9,52,10,87,9.922,3.3,0.49,6,"R$ 45.515,00"
6.5,0.18,0.31,1.7,44,30,127,9.928,3.49,0.5,7,"R$ 45.332,00"
7.2,0.46,0.65,10.4,0.05,76,192,9.976,3.16,0.42,5,"R$ 45.481,00"
7,0.3,0.51,13.6,0.05,40,168,9.976,03.07,0.52,7,"R$ 45.452,00"
9.2,0.25,0.34,1.2,26,31,93,9.916,2.93,0.37,7,"R$ 45.362,00"
7.8,0.28,0.34,1.6,28,32,118,9.901,3,0.38,7,"R$ 45.303,00"
7,0.3,0.51,13.6,0.05,40,168,9.976,03.07,0.52,7,"R$ 45.452,00"
7.8,0.28,0.34,1.6,28,32,118,9.901,3,0.38,7,"R$ 45.303,00"
9.2,0.25,0.34,1.2,26,31,93,9.916,2.93,0.37,7,"R$ 45.362,00"
8.4,0.35,0.71,12.2,46,22,160,9.982,2.98,0.65,5,"R$ 45.391,00"
6.1,0.41,0.24,1.6,49,16,137,993,3.32,0.5,6,"R$ 45.392,00"
5.9,0.21,0.24,12.1,44,53,165,9.969,3.25,0.39,5,"R$ 45.421,00"
7.2,0.34,0.44,4.2,47,51,144,991,03.01,0.76,6,"R$ 45.363,00"
6.7,0.21,0.42,9.1,49,31,150,9.953,3.12,0.74,7,"R$ 45.544,00"
5.9,0.37,0.1,1.6,57,39,128,9.924,3.24,0.48,5,"R$ 45.301,00"
7.7,0.34,0.27,8.8,63,39,184,9.969,03.09,0.63,6,"R$ 45.331,00"
7.4,0.3,0.22,1.4,46,16,135,9.928,03.08,0.77,7,"R$ 45.392,00"
6.8,0.51,0.3,4.2,66,38,165,9.945,3.2,0.42,5,"R$ 45.300,00"
7.8,0.22,0.38,10.3,59,28,99,9.967,3.12,0.47,6,"R$ 10,00"
7.2,0.35,0.34,12.4,51,6,37,9.944,3.13,0.39,6,"R$ 45.423,00"
6,0.26,0.5,2.2,48,59,153,9.928,03.08,0.61,5,"R$ 45.513,00"
6.1,0.26,0.51,2.2,0.05,61,154,9.929,03.08,0.6,6,"R$ 45.513,00"
6.5,0.28,0.27,5.2,0.04,44,179,9.948,3.19,0.69,6,"R$ 45.391,00"
7.4,0.41,0.66,10.8,51,77,194,9.976,03.05,0.46,5,"R$ 45.481,00"
6.5,0.28,0.29,2.7,38,26,107,9.912,3.32,0.41,7,"R$ 45.454,00"
6.7,0.34,0.54,16.3,47,44,181,9.987,03.04,0.56,5,"R$ 45.512,00"
7.2,0.2,0.34,2.7,32,49,151,0.99,3.16,0.39,7,"R$ 45.485,00"
7.4,0.2,0.33,1.9,35,39,138,991,3.17,0.44,7,"R$ 45.484,00"
8.2,0.22,0.3,1.8,47,47,185,9.933,3.13,0.5,6,"R$ 45.332,00"
8.2,0.23,0.29,1.8,47,47,187,9.933,3.13,0.5,6,"R$ 45.332,00"
7.1,0.22,0.33,2.8,33,48,153,9.899,3.15,0.38,7,"R$ 45.485,00"
6.5,0.28,0.29,2.7,38,26,107,9.912,3.32,0.41,7,"R$ 45.454,00"
6,0.38,0.26,6,34,42,134,9.912,3.38,0.38,7,"R$ 45.363,00"
7.4,0.41,0.66,10.8,51,77,194,9.976,03.05,0.46,5,"R$ 45.481,00"
5.7,0.18,0.22,4.2,42,25,111,994,3.35,0.39,5,"R$ 45.391,00"
7.3,0.3,0.22,6.4,56,44,168,9.947,3.13,0.35,6,"R$ 45.301,00"
7.4,0.24,0.22,10.7,42,26,81,9.954,2.86,0.36,6,"R$ 45.482,00"
6.6,0.25,0.3,1.6,46,32,134,993,3.42,0.51,7,"R$ 45.301,00"
7.4,0.24,0.22,10.7,42,26,81,9.954,2.86,0.36,6,"R$ 45.482,00"
7.4,0.26,0.3,7.9,49,38,157,9.963,3.13,0.48,6,"R$ 45.543,00"
6.1,0.32,0.25,1.7,34,37,136,992,3.47,0.5,7,"R$ 45.514,00"
